station_id;shipment_id;data_received;datetime_received;dispatch_window;labeling_start_time;labeling_end_time;hora_received;status_entrega
5003;BR2508847935185;2025-04-01;2025-04-01 08:21:03.000;PM1;7000;1000;821;Fora da janela (mais de 2h)
5003;BR2508847935185;2025-04-01;2025-04-01 08:21:03.000;AM;2200;4000;821;Fora da janela (mais de 2h)
5003;BR251778743569C;2025-04-01;2025-04-01 10:31:26.000;PM1;7000;1000;1031;Está fora depois da janela PM1
5003;BR251778743569C;2025-04-01;2025-04-01 10:31:26.000;AM;2200;4000;1031;Fora da janela (mais de 2h)
5003;BR257645772546F;2025-04-01;2025-04-01 08:50:01.000;PM1;7000;1000;850;Fora da janela (mais de 2h)
5003;BR257645772546F;2025-04-01;2025-04-01 08:50:01.000;AM;2200;4000;850;Fora da janela (mais de 2h)
5003;BR255221305964G;2025-04-01;2025-04-01 08:36:02.000;PM1;7000;1000;836;Fora da janela (mais de 2h)
5003;BR255221305964G;2025-04-01;2025-04-01 08:36:02.000;AM;2200;4000;836;Fora da janela (mais de 2h)
5003;BR258957449306V;2025-04-01;2025-04-01 22:44:21.000;PM1;7000;1000;2244;Fora da janela (mais de 2h)
5003;BR258957449306V;2025-04-01;2025-04-01 22:44:21.000;AM;2200;4000;2244;Está dentro da janela AM
5003;BR254053371907F;2025-04-01;2025-04-01 08:49:10.000;PM1;7000;1000;849;Fora da janela (mais de 2h)
5003;BR254053371907F;2025-04-01;2025-04-01 08:49:10.000;AM;2200;4000;849;Fora da janela (mais de 2h)
5003;BR251879537358L;2025-04-01;2025-04-01 08:48:10.000;PM1;7000;1000;848;Fora da janela (mais de 2h)
5003;BR251879537358L;2025-04-01;2025-04-01 08:48:10.000;AM;2200;4000;848;Fora da janela (mais de 2h)
5003;BR251647041166G;2025-04-01;2025-04-01 09:02:16.000;PM1;7000;1000;902;Fora da janela (mais de 2h)
5003;BR251647041166G;2025-04-01;2025-04-01 09:02:16.000;AM;2200;4000;902;Fora da janela (mais de 2h)
5003;BR255970717849R;2025-04-01;2025-04-01 22:19:04.000;PM1;7000;1000;2219;Fora da janela (mais de 2h)
5003;BR255970717849R;2025-04-01;2025-04-01 22:19:04.000;AM;2200;4000;2219;Está dentro da janela AM
5003;BR2580004306605;2025-04-01;2025-04-01 11:09:19.000;PM1;7000;1000;1109;Está fora depois da janela PM1
5003;BR2580004306605;2025-04-01;2025-04-01 11:09:19.000;AM;2200;4000;1109;Fora da janela (mais de 2h)
5003;BR254508647975X;2025-04-01;2025-04-01 09:32:26.000;PM1;7000;1000;932;Fora da janela (mais de 2h)
5003;BR254508647975X;2025-04-01;2025-04-01 09:32:26.000;AM;2200;4000;932;Fora da janela (mais de 2h)
5003;BR258688017287H;2025-04-01;2025-04-01 09:56:16.000;PM1;7000;1000;956;Fora da janela (mais de 2h)
5003;BR258688017287H;2025-04-01;2025-04-01 09:56:16.000;AM;2200;4000;956;Fora da janela (mais de 2h)
5003;BR2525624968163;2025-04-01;2025-04-01 10:06:54.000;PM1;7000;1000;1006;Está fora depois da janela PM1
5003;BR2525624968163;2025-04-01;2025-04-01 10:06:54.000;AM;2200;4000;1006;Fora da janela (mais de 2h)
5003;BR2586070302735;2025-04-01;2025-04-01 11:52:01.000;PM1;7000;1000;1152;Está fora depois da janela PM1
5003;BR2586070302735;2025-04-01;2025-04-01 11:52:01.000;AM;2200;4000;1152;Fora da janela (mais de 2h)
5003;BR258680510298B;2025-04-01;2025-04-01 10:30:32.000;PM1;7000;1000;1030;Está fora depois da janela PM1
5003;BR258680510298B;2025-04-01;2025-04-01 10:30:32.000;AM;2200;4000;1030;Fora da janela (mais de 2h)
5003;BR2583036150284;2025-04-01;2025-04-01 09:27:27.000;PM1;7000;1000;927;Fora da janela (mais de 2h)
5003;BR2583036150284;2025-04-01;2025-04-01 09:27:27.000;AM;2200;4000;927;Fora da janela (mais de 2h)
5003;BR2557047018356;2025-04-01;2025-04-01 09:10:36.000;PM1;7000;1000;910;Fora da janela (mais de 2h)
5003;BR2557047018356;2025-04-01;2025-04-01 09:10:36.000;AM;2200;4000;910;Fora da janela (mais de 2h)
5003;BR258482252366X;2025-04-01;2025-04-01 10:14:19.000;PM1;7000;1000;1014;Está fora depois da janela PM1
5003;BR258482252366X;2025-04-01;2025-04-01 10:14:19.000;AM;2200;4000;1014;Fora da janela (mais de 2h)
5003;BR251814553802X;2025-04-01;2025-04-01 23:41:06.000;PM1;7000;1000;2341;Fora da janela (mais de 2h)
5003;BR251814553802X;2025-04-01;2025-04-01 23:41:06.000;AM;2200;4000;2341;Está dentro da janela AM
5003;BR251804679335S;2025-04-01;2025-04-01 12:02:35.000;PM1;7000;1000;1202;Fora da janela (mais de 2h)
5003;BR251804679335S;2025-04-01;2025-04-01 12:02:35.000;AM;2200;4000;1202;Fora da janela (mais de 2h)
5003;BR252840290957V;2025-04-01;2025-04-01 10:13:03.000;PM1;7000;1000;1013;Está fora depois da janela PM1
5003;BR252840290957V;2025-04-01;2025-04-01 10:13:03.000;AM;2200;4000;1013;Fora da janela (mais de 2h)
5003;BR2559434587170;2025-04-01;2025-04-01 10:38:41.000;PM1;7000;1000;1038;Está fora depois da janela PM1
5003;BR2559434587170;2025-04-01;2025-04-01 10:38:41.000;AM;2200;4000;1038;Fora da janela (mais de 2h)
5003;BR256744563913V;2025-04-01;2025-04-01 10:18:53.000;PM1;7000;1000;1018;Está fora depois da janela PM1
5003;BR256744563913V;2025-04-01;2025-04-01 10:18:53.000;AM;2200;4000;1018;Fora da janela (mais de 2h)
5003;BR259301091063M;2025-04-01;2025-04-01 08:39:09.000;PM1;7000;1000;839;Fora da janela (mais de 2h)
5003;BR259301091063M;2025-04-01;2025-04-01 08:39:09.000;AM;2200;4000;839;Fora da janela (mais de 2h)
5003;BR250764631159L;2025-04-01;2025-04-01 09:39:11.000;PM1;7000;1000;939;Fora da janela (mais de 2h)
5003;BR250764631159L;2025-04-01;2025-04-01 09:39:11.000;AM;2200;4000;939;Fora da janela (mais de 2h)
5003;BR257307428933L;2025-04-01;2025-04-01 08:11:57.000;PM1;7000;1000;811;Fora da janela (mais de 2h)
5003;BR257307428933L;2025-04-01;2025-04-01 08:11:57.000;AM;2200;4000;811;Fora da janela (mais de 2h)
5003;BR253194500219X;2025-04-01;2025-04-01 08:18:42.000;PM1;7000;1000;818;Fora da janela (mais de 2h)
5003;BR253194500219X;2025-04-01;2025-04-01 08:18:42.000;AM;2200;4000;818;Fora da janela (mais de 2h)
5003;BR259688821661O;2025-04-01;2025-04-01 09:56:34.000;PM1;7000;1000;956;Fora da janela (mais de 2h)
5003;BR259688821661O;2025-04-01;2025-04-01 09:56:34.000;AM;2200;4000;956;Fora da janela (mais de 2h)
5003;BR255890892102U;2025-04-01;2025-04-01 09:53:58.000;PM1;7000;1000;953;Fora da janela (mais de 2h)
5003;BR255890892102U;2025-04-01;2025-04-01 09:53:58.000;AM;2200;4000;953;Fora da janela (mais de 2h)
5003;BR251311772646C;2025-04-01;2025-04-01 09:17:48.000;PM1;7000;1000;917;Fora da janela (mais de 2h)
5003;BR251311772646C;2025-04-01;2025-04-01 09:17:48.000;AM;2200;4000;917;Fora da janela (mais de 2h)
5003;BR257559990966A;2025-04-01;2025-04-01 23:15:00.000;PM1;7000;1000;2315;Fora da janela (mais de 2h)
5003;BR257559990966A;2025-04-01;2025-04-01 23:15:00.000;AM;2200;4000;2315;Está dentro da janela AM
5003;BR252770063171B;2025-04-01;2025-04-01 09:57:46.000;PM1;7000;1000;957;Fora da janela (mais de 2h)
5003;BR252770063171B;2025-04-01;2025-04-01 09:57:46.000;AM;2200;4000;957;Fora da janela (mais de 2h)
5003;BR251385702760A;2025-04-01;2025-04-01 11:01:55.000;PM1;7000;1000;1101;Está fora depois da janela PM1
5003;BR251385702760A;2025-04-01;2025-04-01 11:01:55.000;AM;2200;4000;1101;Fora da janela (mais de 2h)
5003;BR259206345485X;2025-04-01;2025-04-01 23:23:31.000;PM1;7000;1000;2323;Fora da janela (mais de 2h)
5003;BR259206345485X;2025-04-01;2025-04-01 23:23:31.000;AM;2200;4000;2323;Está dentro da janela AM
5003;BR2561361592293;2025-04-01;2025-04-01 08:24:53.000;PM1;7000;1000;824;Fora da janela (mais de 2h)
5003;BR2561361592293;2025-04-01;2025-04-01 08:24:53.000;AM;2200;4000;824;Fora da janela (mais de 2h)
5003;BR253617814336X;2025-04-01;2025-04-01 11:46:04.000;PM1;7000;1000;1146;Está fora depois da janela PM1
5003;BR253617814336X;2025-04-01;2025-04-01 11:46:04.000;AM;2200;4000;1146;Fora da janela (mais de 2h)
5003;BR254949471467C;2025-04-01;2025-04-01 09:23:53.000;PM1;7000;1000;923;Fora da janela (mais de 2h)
5003;BR254949471467C;2025-04-01;2025-04-01 09:23:53.000;AM;2200;4000;923;Fora da janela (mais de 2h)
5003;BR252443852826L;2025-04-01;2025-04-01 09:17:21.000;PM1;7000;1000;917;Fora da janela (mais de 2h)
5003;BR252443852826L;2025-04-01;2025-04-01 09:17:21.000;AM;2200;4000;917;Fora da janela (mais de 2h)
5003;BR2501714161978;2025-04-01;2025-04-01 12:15:07.000;PM1;7000;1000;1215;Fora da janela (mais de 2h)
5003;BR2501714161978;2025-04-01;2025-04-01 12:15:07.000;AM;2200;4000;1215;Fora da janela (mais de 2h)
5003;BR2545493023061;2025-04-01;2025-04-01 22:58:39.000;PM1;7000;1000;2258;Fora da janela (mais de 2h)
5003;BR2545493023061;2025-04-01;2025-04-01 22:58:39.000;AM;2200;4000;2258;Está dentro da janela AM
5003;BR2560712061792;2025-04-01;2025-04-01 08:37:21.000;PM1;7000;1000;837;Fora da janela (mais de 2h)
5003;BR2560712061792;2025-04-01;2025-04-01 08:37:21.000;AM;2200;4000;837;Fora da janela (mais de 2h)
5003;BR2569277929862;2025-04-01;2025-04-01 07:57:36.000;PM1;7000;1000;757;Fora da janela (mais de 2h)
5003;BR2569277929862;2025-04-01;2025-04-01 07:57:36.000;AM;2200;4000;757;Fora da janela (mais de 2h)
5003;BR2529406772459;2025-04-01;2025-04-01 09:43:10.000;PM1;7000;1000;943;Fora da janela (mais de 2h)
5003;BR2529406772459;2025-04-01;2025-04-01 09:43:10.000;AM;2200;4000;943;Fora da janela (mais de 2h)
5003;BR2509507875586;2025-04-01;2025-04-01 11:45:43.000;PM1;7000;1000;1145;Está fora depois da janela PM1
5003;BR2509507875586;2025-04-01;2025-04-01 11:45:43.000;AM;2200;4000;1145;Fora da janela (mais de 2h)
5003;BR2500362704550;2025-04-01;2025-04-01 07:56:25.000;PM1;7000;1000;756;Fora da janela (mais de 2h)
5003;BR2500362704550;2025-04-01;2025-04-01 07:56:25.000;AM;2200;4000;756;Fora da janela (mais de 2h)
5003;BR2522046286645;2025-04-01;2025-04-01 23:13:56.000;PM1;7000;1000;2313;Fora da janela (mais de 2h)
5003;BR2522046286645;2025-04-01;2025-04-01 23:13:56.000;AM;2200;4000;2313;Está dentro da janela AM
5003;BR257748479537F;2025-04-01;2025-04-01 09:45:17.000;PM1;7000;1000;945;Fora da janela (mais de 2h)
5003;BR257748479537F;2025-04-01;2025-04-01 09:45:17.000;AM;2200;4000;945;Fora da janela (mais de 2h)
5003;BR252956490823P;2025-04-01;2025-04-01 10:07:33.000;PM1;7000;1000;1007;Está fora depois da janela PM1
5003;BR252956490823P;2025-04-01;2025-04-01 10:07:33.000;AM;2200;4000;1007;Fora da janela (mais de 2h)
5003;BR2557697979732;2025-04-01;2025-04-01 08:01:11.000;PM1;7000;1000;801;Fora da janela (mais de 2h)
5003;BR2557697979732;2025-04-01;2025-04-01 08:01:11.000;AM;2200;4000;801;Fora da janela (mais de 2h)
5003;BR251626766676J;2025-04-01;2025-04-01 09:10:18.000;PM1;7000;1000;910;Fora da janela (mais de 2h)
5003;BR251626766676J;2025-04-01;2025-04-01 09:10:18.000;AM;2200;4000;910;Fora da janela (mais de 2h)
5003;BR258186218848Q;2025-04-01;2025-04-01 08:55:21.000;PM1;7000;1000;855;Fora da janela (mais de 2h)
5003;BR258186218848Q;2025-04-01;2025-04-01 08:55:21.000;AM;2200;4000;855;Fora da janela (mais de 2h)
5003;BR253458115089Y;2025-04-01;2025-04-01 22:53:55.000;PM1;7000;1000;2253;Fora da janela (mais de 2h)
5003;BR253458115089Y;2025-04-01;2025-04-01 22:53:55.000;AM;2200;4000;2253;Está dentro da janela AM
5003;BR2520777809505;2025-04-01;2025-04-01 11:05:05.000;PM1;7000;1000;1105;Está fora depois da janela PM1
5003;BR2520777809505;2025-04-01;2025-04-01 11:05:05.000;AM;2200;4000;1105;Fora da janela (mais de 2h)
5003;BR259525544552I;2025-04-01;2025-04-01 09:50:58.000;PM1;7000;1000;950;Fora da janela (mais de 2h)
5003;BR259525544552I;2025-04-01;2025-04-01 09:50:58.000;AM;2200;4000;950;Fora da janela (mais de 2h)
5003;BR256671374653B;2025-04-01;2025-04-01 09:10:32.000;PM1;7000;1000;910;Fora da janela (mais de 2h)
5003;BR256671374653B;2025-04-01;2025-04-01 09:10:32.000;AM;2200;4000;910;Fora da janela (mais de 2h)
5003;BR2549333189425;2025-04-01;2025-04-01 08:52:40.000;PM1;7000;1000;852;Fora da janela (mais de 2h)
5003;BR2549333189425;2025-04-01;2025-04-01 08:52:40.000;AM;2200;4000;852;Fora da janela (mais de 2h)
5003;BR259000839353Y;2025-04-01;2025-04-01 08:59:16.000;PM1;7000;1000;859;Fora da janela (mais de 2h)
5003;BR259000839353Y;2025-04-01;2025-04-01 08:59:16.000;AM;2200;4000;859;Fora da janela (mais de 2h)
5003;BR252611650106N;2025-04-01;2025-04-01 10:49:50.000;PM1;7000;1000;1049;Está fora depois da janela PM1
5003;BR252611650106N;2025-04-01;2025-04-01 10:49:50.000;AM;2200;4000;1049;Fora da janela (mais de 2h)
5003;BR257332806583U;2025-04-01;2025-04-01 12:06:46.000;PM1;7000;1000;1206;Fora da janela (mais de 2h)
5003;BR257332806583U;2025-04-01;2025-04-01 12:06:46.000;AM;2200;4000;1206;Fora da janela (mais de 2h)
5003;BR252634056282S;2025-04-01;2025-04-01 08:45:33.000;PM1;7000;1000;845;Fora da janela (mais de 2h)
5003;BR252634056282S;2025-04-01;2025-04-01 08:45:33.000;AM;2200;4000;845;Fora da janela (mais de 2h)
5003;BR2568295671619;2025-04-01;2025-04-01 23:10:45.000;PM1;7000;1000;2310;Fora da janela (mais de 2h)
5003;BR2568295671619;2025-04-01;2025-04-01 23:10:45.000;AM;2200;4000;2310;Está dentro da janela AM
5003;BR250012922442D;2025-04-01;2025-04-01 08:25:28.000;PM1;7000;1000;825;Fora da janela (mais de 2h)
5003;BR250012922442D;2025-04-01;2025-04-01 08:25:28.000;AM;2200;4000;825;Fora da janela (mais de 2h)
5003;BR2530075969305;2025-04-01;2025-04-01 08:23:47.000;PM1;7000;1000;823;Fora da janela (mais de 2h)
5003;BR2530075969305;2025-04-01;2025-04-01 08:23:47.000;AM;2200;4000;823;Fora da janela (mais de 2h)
5003;BR2593353164658;2025-04-01;2025-04-01 07:40:12.000;PM1;7000;1000;740;Fora da janela (mais de 2h)
5003;BR2593353164658;2025-04-01;2025-04-01 07:40:12.000;AM;2200;4000;740;Fora da janela (mais de 2h)
5003;BR255291814508L;2025-04-01;2025-04-01 09:22:29.000;PM1;7000;1000;922;Fora da janela (mais de 2h)
5003;BR255291814508L;2025-04-01;2025-04-01 09:22:29.000;AM;2200;4000;922;Fora da janela (mais de 2h)
5003;BR251261764762U;2025-04-01;2025-04-01 10:56:38.000;PM1;7000;1000;1056;Está fora depois da janela PM1
5003;BR251261764762U;2025-04-01;2025-04-01 10:56:38.000;AM;2200;4000;1056;Fora da janela (mais de 2h)
5003;BR2562713044430;2025-04-01;2025-04-01 08:18:24.000;PM1;7000;1000;818;Fora da janela (mais de 2h)
5003;BR2562713044430;2025-04-01;2025-04-01 08:18:24.000;AM;2200;4000;818;Fora da janela (mais de 2h)
5003;BR250775811148U;2025-04-01;2025-04-01 09:17:17.000;PM1;7000;1000;917;Fora da janela (mais de 2h)
5003;BR250775811148U;2025-04-01;2025-04-01 09:17:17.000;AM;2200;4000;917;Fora da janela (mais de 2h)
5003;BR2517043731873;2025-04-01;2025-04-01 09:20:33.000;PM1;7000;1000;920;Fora da janela (mais de 2h)
5003;BR2517043731873;2025-04-01;2025-04-01 09:20:33.000;AM;2200;4000;920;Fora da janela (mais de 2h)
5003;BR2528708749864;2025-04-01;2025-04-01 10:54:47.000;PM1;7000;1000;1054;Está fora depois da janela PM1
5003;BR2528708749864;2025-04-01;2025-04-01 10:54:47.000;AM;2200;4000;1054;Fora da janela (mais de 2h)
5003;BR256120704929W;2025-04-01;2025-04-01 22:38:52.000;PM1;7000;1000;2238;Fora da janela (mais de 2h)
5003;BR256120704929W;2025-04-01;2025-04-01 22:38:52.000;AM;2200;4000;2238;Está dentro da janela AM
5003;BR2563817496387;2025-04-01;2025-04-01 08:06:03.000;PM1;7000;1000;806;Fora da janela (mais de 2h)
5003;BR2563817496387;2025-04-01;2025-04-01 08:06:03.000;AM;2200;4000;806;Fora da janela (mais de 2h)
5003;BR2503821897234;2025-04-01;2025-04-01 22:46:35.000;PM1;7000;1000;2246;Fora da janela (mais de 2h)
5003;BR2503821897234;2025-04-01;2025-04-01 22:46:35.000;AM;2200;4000;2246;Está dentro da janela AM
5003;BR255288664740A;2025-04-01;2025-04-01 11:54:22.000;PM1;7000;1000;1154;Está fora depois da janela PM1
5003;BR255288664740A;2025-04-01;2025-04-01 11:54:22.000;AM;2200;4000;1154;Fora da janela (mais de 2h)
5003;BR250202681539F;2025-04-01;2025-04-01 10:18:01.000;PM1;7000;1000;1018;Está fora depois da janela PM1
5003;BR250202681539F;2025-04-01;2025-04-01 10:18:01.000;AM;2200;4000;1018;Fora da janela (mais de 2h)
5003;BR2546544878810;2025-04-01;2025-04-01 11:03:09.000;PM1;7000;1000;1103;Está fora depois da janela PM1
5003;BR2546544878810;2025-04-01;2025-04-01 11:03:09.000;AM;2200;4000;1103;Fora da janela (mais de 2h)
5003;BR253188953148P;2025-04-01;2025-04-01 08:18:37.000;PM1;7000;1000;818;Fora da janela (mais de 2h)
5003;BR253188953148P;2025-04-01;2025-04-01 08:18:37.000;AM;2200;4000;818;Fora da janela (mais de 2h)
5003;BR256740151373E;2025-04-01;2025-04-01 10:38:02.000;PM1;7000;1000;1038;Está fora depois da janela PM1
5003;BR256740151373E;2025-04-01;2025-04-01 10:38:02.000;AM;2200;4000;1038;Fora da janela (mais de 2h)
5003;BR258761620403B;2025-04-01;2025-04-01 22:39:42.000;PM1;7000;1000;2239;Fora da janela (mais de 2h)
5003;BR258761620403B;2025-04-01;2025-04-01 22:39:42.000;AM;2200;4000;2239;Está dentro da janela AM
5003;BR254461100993T;2025-04-01;2025-04-01 10:53:06.000;PM1;7000;1000;1053;Está fora depois da janela PM1
5003;BR254461100993T;2025-04-01;2025-04-01 10:53:06.000;AM;2200;4000;1053;Fora da janela (mais de 2h)
5003;BR256392214786O;2025-04-01;2025-04-01 10:23:10.000;PM1;7000;1000;1023;Está fora depois da janela PM1
5003;BR256392214786O;2025-04-01;2025-04-01 10:23:10.000;AM;2200;4000;1023;Fora da janela (mais de 2h)
5003;BR255892270951R;2025-04-01;2025-04-01 11:55:16.000;PM1;7000;1000;1155;Está fora depois da janela PM1
5003;BR255892270951R;2025-04-01;2025-04-01 11:55:16.000;AM;2200;4000;1155;Fora da janela (mais de 2h)
5003;BR2591096619423;2025-04-01;2025-04-01 22:18:01.000;PM1;7000;1000;2218;Fora da janela (mais de 2h)
5003;BR2591096619423;2025-04-01;2025-04-01 22:18:01.000;AM;2200;4000;2218;Está dentro da janela AM
5003;BR2590610030384;2025-04-01;2025-04-01 07:41:32.000;PM1;7000;1000;741;Fora da janela (mais de 2h)
5003;BR2590610030384;2025-04-01;2025-04-01 07:41:32.000;AM;2200;4000;741;Fora da janela (mais de 2h)
5003;BR255080643902J;2025-04-01;2025-04-01 10:56:27.000;PM1;7000;1000;1056;Está fora depois da janela PM1
5003;BR255080643902J;2025-04-01;2025-04-01 10:56:27.000;AM;2200;4000;1056;Fora da janela (mais de 2h)
5003;BR2598783904526;2025-04-01;2025-04-01 09:23:53.000;PM1;7000;1000;923;Fora da janela (mais de 2h)
5003;BR2598783904526;2025-04-01;2025-04-01 09:23:53.000;AM;2200;4000;923;Fora da janela (mais de 2h)
5003;BR253825898956K;2025-04-01;2025-04-01 08:18:46.000;PM1;7000;1000;818;Fora da janela (mais de 2h)
5003;BR253825898956K;2025-04-01;2025-04-01 08:18:46.000;AM;2200;4000;818;Fora da janela (mais de 2h)
5003;BR257510806059O;2025-04-01;2025-04-01 23:47:29.000;PM1;7000;1000;2347;Fora da janela (mais de 2h)
5003;BR257510806059O;2025-04-01;2025-04-01 23:47:29.000;AM;2200;4000;2347;Está dentro da janela AM
5003;BR2525293377683;2025-04-01;2025-04-01 09:02:06.000;PM1;7000;1000;902;Fora da janela (mais de 2h)
5003;BR2525293377683;2025-04-01;2025-04-01 09:02:06.000;AM;2200;4000;902;Fora da janela (mais de 2h)
5003;BR251937534529M;2025-04-01;2025-04-01 08:14:38.000;PM1;7000;1000;814;Fora da janela (mais de 2h)
5003;BR251937534529M;2025-04-01;2025-04-01 08:14:38.000;AM;2200;4000;814;Fora da janela (mais de 2h)
5003;BR254989833819U;2025-04-01;2025-04-01 09:55:00.000;PM1;7000;1000;955;Fora da janela (mais de 2h)
5003;BR254989833819U;2025-04-01;2025-04-01 09:55:00.000;AM;2200;4000;955;Fora da janela (mais de 2h)
5003;BR2519176573660;2025-04-01;2025-04-01 23:05:05.000;PM1;7000;1000;2305;Fora da janela (mais de 2h)
5003;BR2519176573660;2025-04-01;2025-04-01 23:05:05.000;AM;2200;4000;2305;Está dentro da janela AM
5003;BR2557872515925;2025-04-01;2025-04-01 10:36:06.000;PM1;7000;1000;1036;Está fora depois da janela PM1
5003;BR2557872515925;2025-04-01;2025-04-01 10:36:06.000;AM;2200;4000;1036;Fora da janela (mais de 2h)
5003;BR2564767152929;2025-04-01;2025-04-01 08:17:45.000;PM1;7000;1000;817;Fora da janela (mais de 2h)
